Internal ID,Date,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,Q5: STATE. PROVINCE. COUNTY. ETC,Q6 | 100 Grand Bar,"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)",Q6 | Any full-sized candy bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bonkers (the board game),Q6 | Bottle Caps,Q6 | Box'o'Raisins,Q6 | Broken glow stick,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Candy that is clearly just the stuff given out for free at restaurants,Q6 | Caramellos,Q6 | Cash. or other forms of legal tender,Q6 | Chardonnay,Q6 | Chick-o-Sticks (we don’t know what that is),Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Creepy Religious comics/Chick Tracts,Q6 | Dental paraphenalia,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Generic Brand Acetaminophen,Q6 | Glow sticks,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Gum from baseball cards,Q6 | Gummy Bears straight up,Q6 | Hard Candy,Q6 | Healthy Fruit,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | Hershey’s Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Hugs (actual physical hugs),Q6 | Jolly Rancher (bad flavor),Q6 | Jolly Ranchers (good flavor),Q6 | JoyJoy (Mit Iodine!),Q6 | Junior Mints,Q6 | Senior Mints,Q6 | Kale smoothie,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&M’s,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Green Party M&M's,Q6 | Independent M&M's,Q6 | Abstained from M&M'ing.,Q6 | Minibags of chips,Q6 | Mint Kisses,Q6 | Mint Juleps,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pencils,Q6 | Pixy Stix,Q6 | Real Housewives of Orange County Season 9 Blue-Ray,Q6 | Reese’s Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Sandwich-sized bags filled with BooBerry Crunch,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Spotted Dick,Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Those odd marshmallow circus peanut things,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Trail Mix,Q6 | Twix,Q6 | Vials of pure high fructose corn syrup. for main-lining into your vein,Q6 | Vicodin,Q6 | Whatchamacallit Bars,Q6 | White Bread,Q6 | Whole Wheat anything,Q6 | York Peppermint Patties,Q7: JOY OTHER,Q8: DESPAIR OTHER,Q9: OTHER COMMENTS,Q10: DRESS,,Q11: DAY,Q12: MEDIA [Daily Dish],Q12: MEDIA [Science],Q12: MEDIA [ESPN],Q12: MEDIA [Yahoo],Click Coordinates (x. y)
90281891,8/4/3667,No,Male,31,United States of America,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281893,8/26/1935,No,Other,30,United States,Virginia,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,,,,,,,,,,,
90281905,6/18/2302,,Male,55,USA,Louisiana,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,Real (not Hershey's) dark chocolate,Chewing gum of any kind,,White and gold,,Friday,,,,1,(73. 67)
90281909,1/9/3067,No,Male,41,United States,Florida,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,,,,White and gold,,Friday,,1,,,(64. 22)
90281914,4/27/1908,,Male,43,Canada,Ontario,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,Kittens,Republicans that aren't M&Ms,"U.S. Smarties are officially called ""those powdery round candies with concave sides that you get in little cylindrical rolls at halloween"" in Canada",Blue and black,,Sunday,,1,,,(88. 38)
90281921,6/1/2610,Yes,Male,47,United States,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281931,2/4/3297,No,Male,42,US,NM,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,,,,Blue and black,,Sunday,,1,,,(77. 28)
90281932,1/18/1959,No,Male,40,USA,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281937,2/1/2602,No,Female,34,USA,CA,JOY,DESPAIR,JOY,,,,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,,Almond joy and Mounds. or anything with coconut. GROSS,GIVE ME ALL THE CARAMEL,Blue and black,,Friday,,1,,,(68. 28)
90281943,11/24/2032,No,Male,54,Canada,Alberta,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,When I was young we had a guy on our street who gave out pads of cardboard-ish colored paper at Hallowe'en (I believe he worked at a paper factory). We thought it was weird. but we always looked forward to going to his house on Hallowe'en. I also loved people who would let you choose your own candy and even take a handful if you wanted...now I let kids do that. C'mon! It's Hallowe'en.,What I hate most is people who try to be all healthy about Hallowe'en: the toothbrush people or people who give some stupid crappy non-edible thing (other than pads of paper as above). My next door neighbor lets her kids go trick or treating. but they are only allowed to choose N candies (N some small integer; I forget) and they have to throw the rest out. C'mon! It's Hallowe'en. Let the kids eat too much candy for a little while.,,White and gold,,Sunday,,1,,,(80. 16)
90281949,8/3/3314,No,Female,58,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281961,4/15/3231,Yes,Male,47,US,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281986,11/9/2492,No,Male,43,United States,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90282008,6/21/2284,No,Male,48,canada,alberta,MEH,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,,,,White and gold,,Friday,,1,,,(73. 18)
90282015,8/24/3248,No,,70,Usa,North carolina,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,,,,White and gold,,Sunday,1,,,,(30. 5)
90282021,5/25/2234,Yes,Female,40,Usa,WA,MEH,DESPAIR,JOY,,DESPAIR,,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,MEH,,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,Reeses peanut butter cups,,,White and gold,,Friday,,,,,
90282034,5/4/2421,No,Male,42,USA ,CA,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,Cherry mash,5 hour energy drink,Circus-peanut loving freaks. unite!,White and gold,,Sunday,,1,,,(77. 27)
90282035,7/17/2801,No,Male,28,USA,FL,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,,,,White and gold,,Friday,,,1,,(23. 78)
90282038,11/13/2608,No,Male,30,USA,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90282041,3/20/3285,No,Male,45,United States,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90282043,11/12/2255,No,Female,39,United States,Illinois,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,Tootsie Rolls. Slo-Pokes (where did they GO?! I miss them so much),Circus Peanuts (how did you forget those?),Threre were lots of candies I never heard of. Am I too old for this quiz? I gave them despairs by default.,White and gold,,Sunday,,1,,,(79. 5)
90282046,11/27/3161,No,Male,37,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90282049,4/6/3200,No,Male,37,United States,KS,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,,,,White and gold,,Sunday,,1,,,(71. 26)
90282050,9/6/2372,No,Other,30,USA,Mo,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,,,,White and gold,,Sunday,,1,,,(85. 24)
90282063,9/11/1967,No,Male,27,Usa,Colorado (CO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90282095,6/25/3795,Yes,Male,33,USA,California,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,,,,White and gold,,Friday,,,1,,(35. 80)
90282096,7/27/2194,Yes,I'd rather not say,18,us,md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90282107,6/2/3427,No,Male,42,Usa,Nj,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,,,,White and gold,,Friday,,1,,,(74. 22)
90282110,7/10/2556,No,I'd rather not say,,,,JOY,JOY,JOY,,,MEH,JOY,JOY,,JOY,JOY,JOY,,,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,,JOY,,JOY,,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,,,JOY,JOY,,,,JOY,DESPAIR,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,,JOY,,,JOY,JOY,,DESPAIR,,,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,,,,,,,,JOY,,,JOY,JOY,,,,MEH,,,,,,,,DESPAIR,JOY,,,,,White and gold,,,,,,1,(72. 58)
